Date,"Fase, banco, y malla programada",Estado / Motivo de suspensión,Hora de ejecución,URL
28-03-2024,Fase 06 Banco 950 malla Precorte,Ejecutada,10:25,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronadura%20ejecutada%2028-03-2024.pdf
28-03-2024,Fase 07 Banco 940 mallas 03A,Ejecutada,12:10,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronadura%20ejecutada%2028-03-2024.pdf
21-03-2024,Fase 06 Banco 950 Malla 11C-23A,Ejecutada,12:09,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%20%2021-03-2024.pdf
02-03-2024,Fase 06 Banco 940 mallas 19b-20a,Ejecutada,10:35,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2002-03-2024.pdf
02-03-2024,0,Ejecutada,10:35,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2002-03-2024.pdf
04-03-2024,Fase 07 Banco 950 mallas 07b-09a-10a,Ejecutada,11:31,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2004-03-2024.pdf
04-03-2024,Fase 07 Banco 950 mallas precorte,Ejecutada,11:31,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2004-03-2024.pdf
06-03-2024,Fase 07 Banco 950 Malla 5B-8A-11A,Ejecutada,12:16,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2006-03-2024.pdf
11-03-2024,Fase 06 Banco 940 mallas 19c-20b,Ejecutada,13:08,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2011-03-2024.pdf
11-03-2024,0,Ejecutada,13:08,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2011-03-2024.pdf
16-03-2024,Fase 07 Banco 940 Malla 1A,Ejecutada,11:33,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2016-03-2024.pdf
16-03-2024,Fase 07 Banco 950 Malla 8C-11B-12A,Suspendida por condición de viento,12:00,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2016-03-2024.pdf
18-03-2024,Fase 07 Banco 950 mallas 08c-11b-12a,Ejecutada,11:08,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2018-03-2024.pdf
18-03-2024,Fase 06 Banco 940 mallas 20c,Ejecutada,11:12,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2018-03-2024.pdf
18-03-2024,Fase 06 Banco 940 mallas 18b-21a,Ejecutada,11:16,https://pdaandacollo.teck.com/services/api/FileDownload/?filePath=\\Registro%20Acierto%20de%20Tronadura%20Teck%20CDA\2024\03.Marzo\Registro%20tronaduras%20ejecutadas%2018-03-2024.pdf
